ine_muni,ine_muni.n,viviendas_turisticas,plazas_turisticas,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
21053,Niebla,1,4,21,Huelva,01,Andalucía,No
21055,Palos de la Frontera,33,189,21,Huelva,01,Andalucía,No
21057,Paymogo,0,0,21,Huelva,01,Andalucía,No
21058,Puebla de Guzmán,0,0,21,Huelva,01,Andalucía,No
21060,Punta Umbría,128,752,21,Huelva,01,Andalucía,No
21064,San Juan del Puerto,0,0,21,Huelva,01,Andalucía,No
21066,San Silvestre de Guzmán,0,0,21,Huelva,01,Andalucía,No
21068,Santa Bárbara de Casa,0,0,21,Huelva,01,Andalucía,No
21070,Trigueros,0,0,21,Huelva,01,Andalucía,No
21071,Valdelarco,1,6,21,Huelva,01,Andalucía,No
21073,Villablanca,2,11,21,Huelva,01,Andalucía,No
21074,Villalba del Alcor,0,0,21,Huelva,01,Andalucía,No
21077,Villarrasa,0,0,21,Huelva,01,Andalucía,No
21078,Zalamea la Real,0,0,21,Huelva,01,Andalucía,No
21051,"Nava, La",0,0,21,Huelva,01,Andalucía,No
21062,Rosal de la Frontera,1,8,21,Huelva,01,Andalucía,No
21079,Zufre,6,53,21,Huelva,01,Andalucía,No
23001,Albanchez de Mágina,0,0,23,Jaén,01,Andalucía,No
23004,Aldeaquemada,3,16,23,Jaén,01,Andalucía,No
23007,Arjonilla,3,17,23,Jaén,01,Andalucía,No
23010,Bailén,0,0,23,Jaén,01,Andalucía,No
23011,Baños de la Encina,4,28,23,Jaén,01,Andalucía,No
23096,Villanueva de la Reina,0,0,23,Jaén,01,Andalucía,No
23099,"Villares, Los",1,8,23,Jaén,01,Andalucía,No
23901,Cárcheles,1,6,23,Jaén,01,Andalucía,No
23903,Villatorres,0,0,23,Jaén,01,Andalucía,No
23904,Santiago-Pontones,16,84,23,Jaén,01,Andalucía,No
23012,Beas de Segura,7,37,23,Jaén,01,Andalucía,No
23014,Begíjar,3,22,23,Jaén,01,Andalucía,No
23015,Bélmez de la Moraleda,0,0,23,Jaén,01,Andalucía,No
23016,Benatae,0,0,23,Jaén,01,Andalucía,No
23017,Cabra del Santo Cristo,2,9,23,Jaén,01,Andalucía,No
23018,Cambil,4,19,23,Jaén,01,Andalucía,No
23019,Campillo de Arenas,0,0,23,Jaén,01,Andalucía,No
23020,Canena,0,0,23,Jaén,01,Andalucía,No
23021,Carboneros,0,0,23,Jaén,01,Andalucía,No
23024,"Carolina, La",0,0,23,Jaén,01,Andalucía,No
23026,Castillo de Locubín,6,28,23,Jaén,01,Andalucía,No
23027,Cazalilla,0,0,23,Jaén,01,Andalucía,No
23028,Cazorla,81,313,23,Jaén,01,Andalucía,No
23029,Chiclana de Segura,0,0,23,Jaén,01,Andalucía,No
23030,Chilluévar,2,12,23,Jaén,01,Andalucía,No
23032,Espeluy,0,0,23,Jaén,01,Andalucía,No
23033,Frailes,1,3,23,Jaén,01,Andalucía,No
23034,Fuensanta de Martos,0,0,23,Jaén,01,Andalucía,No
23035,Fuerte del Rey,0,0,23,Jaén,01,Andalucía,No
23037,Génave,0,0,23,Jaén,01,Andalucía,No
23038,"Guardia de Jaén, La",2,12,23,Jaén,01,Andalucía,No
23039,Guarromán,4,21,23,Jaén,01,Andalucía,No
23040,Lahiguera,1,8,23,Jaén,01,Andalucía,No
23041,Higuera de Calatrava,2,12,23,Jaén,01,Andalucía,No
23042,Hinojares,4,35,23,Jaén,01,Andalucía,No
23043,Hornos,2,9,23,Jaén,01,Andalucía,No
23044,Huelma,2,16,23,Jaén,01,Andalucía,No
23045,Huesa,0,0,23,Jaén,01,Andalucía,No
23046,Ibros,1,7,23,Jaén,01,Andalucía,No
23047,"Iruela, La",60,312,23,Jaén,01,Andalucía,No
23048,Iznatoraf,0,0,23,Jaén,01,Andalucía,No
23049,Jabalquinto,0,0,23,Jaén,01,Andalucía,No
23050,Jaén,76,323,23,Jaén,01,Andalucía,Sí
23051,Jamilena,0,0,23,Jaén,01,Andalucía,No
23052,Jimena,0,0,23,Jaén,01,Andalucía,No
23053,Jódar,0,0,23,Jaén,01,Andalucía,No
23054,Larva,0,0,23,Jaén,01,Andalucía,No
23055,Linares,14,65,23,Jaén,01,Andalucía,No
23056,Lopera,1,2,23,Jaén,01,Andalucía,No
23057,Lupión,0,0,23,Jaén,01,Andalucía,No
23058,Mancha Real,1,6,23,Jaén,01,Andalucía,No
23059,Marmolejo,1,2,23,Jaén,01,Andalucía,No
23060,Martos,17,90,23,Jaén,01,Andalucía,No
23061,Mengíbar,1,2,23,Jaén,01,Andalucía,No
23062,Montizón,0,0,23,Jaén,01,Andalucía,No
23063,Navas de San Juan,0,0,23,Jaén,01,Andalucía,No
23064,Noalejo,1,4,23,Jaén,01,Andalucía,No
23065,Orcera,3,19,23,Jaén,01,Andalucía,No
23066,Peal de Becerro,0,0,23,Jaén,01,Andalucía,No
23067,Pegalajar,2,12,23,Jaén,01,Andalucía,No
23069,Porcuna,1,6,23,Jaén,01,Andalucía,No
23070,Pozo Alcón,17,131,23,Jaén,01,Andalucía,No
23071,Puente de Génave,1,7,23,Jaén,01,Andalucía,No
23072,"Puerta de Segura, La",2,12,23,Jaén,01,Andalucía,No
23073,Quesada,6,27,23,Jaén,01,Andalucía,No
23074,Rus,1,6,23,Jaén,01,Andalucía,No
23075,Sabiote,2,14,23,Jaén,01,Andalucía,No
23076,Santa Elena,0,0,23,Jaén,01,Andalucía,No
23077,Santiago de Calatrava,0,0,23,Jaén,01,Andalucía,No
23079,Santisteban del Puerto,2,8,23,Jaén,01,Andalucía,No
23080,Santo Tomé,2,13,23,Jaén,01,Andalucía,No
23081,Segura de la Sierra,9,43,23,Jaén,01,Andalucía,No
23082,Siles,3,19,23,Jaén,01,Andalucía,No
23084,Sorihuela del Guadalimar,0,0,23,Jaén,01,Andalucía,No
23085,Torreblascopedro,0,0,23,Jaén,01,Andalucía,No
23086,Torredelcampo,1,9,23,Jaén,01,Andalucía,No
23087,Torredonjimeno,1,5,23,Jaén,01,Andalucía,No
23088,Torreperogil,0,0,23,Jaén,01,Andalucía,No
23090,Torres,2,12,23,Jaén,01,Andalucía,No
23091,Torres de Albánchez,2,12,23,Jaén,01,Andalucía,No
23092,Úbeda,67,332,23,Jaén,01,Andalucía,No
23093,Valdepeñas de Jaén,0,0,23,Jaén,01,Andalucía,No
23094,Vilches,1,9,23,Jaén,01,Andalucía,No
23095,Villacarrillo,6,43,23,Jaén,01,Andalucía,No
23097,Villanueva del Arzobispo,3,24,23,Jaén,01,Andalucía,No
23098,Villardompardo,0,0,23,Jaén,01,Andalucía,No
23101,Villarrodrigo,0,0,23,Jaén,01,Andalucía,No
23902,Bedmar y Garcíez,1,4,23,Jaén,01,Andalucía,No
23002,Alcalá la Real,11,93,23,Jaén,01,Andalucía,No
23003,Alcaudete,1,4,23,Jaén,01,Andalucía,No
23005,Andújar,18,79,23,Jaén,01,Andalucía,No
23006,Arjona,2,12,23,Jaén,01,Andalucía,No
23008,Arquillos,0,0,23,Jaén,01,Andalucía,No
23009,Baeza,36,144,23,Jaén,01,Andalucía,No
23025,Castellar,0,0,23,Jaén,01,Andalucía,No
23031,Escañuela,0,0,23,Jaén,01,Andalucía,No
23905,Arroyo del Ojanco,0,0,23,Jaén,01,Andalucía,No
29067,Málaga,5899,26223,29,Málaga,01,Andalucía,Sí
29090,Tolox,18,99,29,Málaga,01,Andalucía,No
29091,Torrox,769,3626,29,Málaga,01,Andalucía,No
29092,Totalán,5,31,29,Málaga,01,Andalucía,No
29093,Valle de Abdalajís,24,149,29,Málaga,01,Andalucía,No
29094,Vélez-Málaga,751,3988,29,Málaga,01,Andalucía,No
29095,Villanueva de Algaidas,2,26,29,Málaga,01,Andalucía,No
29096,Villanueva del Rosario,22,148,29,Málaga,01,Andalucía,No
29097,Villanueva del Trabuco,9,73,29,Málaga,01,Andalucía,No
29098,Villanueva de Tapia,3,51,29,Málaga,01,Andalucía,No
29099,Viñuela,36,221,29,Málaga,01,Andalucía,No
29100,Yunquera,4,22,29,Málaga,01,Andalucía,No
29901,Torremolinos,2048,8697,29,Málaga,01,Andalucía,No
29085,Salares,16,79,29,Málaga,01,Andalucía,No
29086,Sayalonga,58,348,29,Málaga,01,Andalucía,No
29087,Sedella,8,34,29,Málaga,01,Andalucía,No
29088,Sierra de Yeguas,0,0,29,Málaga,01,Andalucía,No
29089,Teba,1,10,29,Málaga,01,Andalucía,No
29004,Alfarnatejo,7,18,29,Málaga,01,Andalucía,No
29006,Algatocín,5,36,29,Málaga,01,Andalucía,No
29007,Alhaurín de la Torre,213,1502,29,Málaga,01,Andalucía,No
29011,Almogía,43,318,29,Málaga,01,Andalucía,No
29013,Alozaina,15,100,29,Málaga,01,Andalucía,No
29015,Antequera,132,703,29,Málaga,01,Andalucía,No
29018,Ardales,24,125,29,Málaga,01,Andalucía,No
29020,Arriate,21,140,29,Málaga,01,Andalucía,No
29022,Benadalid,3,15,29,Málaga,01,Andalucía,No
29024,Benalauría,4,20,29,Málaga,01,Andalucía,No
29026,Benamargosa,8,58,29,Málaga,01,Andalucía,No
29029,Benarrabá,2,14,29,Málaga,01,Andalucía,No
29031,"Burgo, El",3,36,29,Málaga,01,Andalucía,No
29033,Canillas de Aceituno,41,239,29,Málaga,01,Andalucía,No
29035,Cañete la Real,0,0,29,Málaga,01,Andalucía,No
29038,Cártama,50,374,29,Málaga,01,Andalucía,No
29040,Casarabonela,23,121,29,Málaga,01,Andalucía,No
29043,Colmenar,8,34,29,Málaga,01,Andalucía,No
29045,Cómpeta,134,700,29,Málaga,01,Andalucía,No
29046,Cortes de la Frontera,14,98,29,Málaga,01,Andalucía,No
29049,Cuevas de San Marcos,3,28,29,Málaga,01,Andalucía,No
29053,Frigiliana,304,1602,29,Málaga,01,Andalucía,No
29055,Fuente de Piedra,15,84,29,Málaga,01,Andalucía,No
29059,Humilladero,8,30,29,Málaga,01,Andalucía,No
29061,Istán,33,186,29,Málaga,01,Andalucía,No
29063,Jimera de Líbar,5,59,29,Málaga,01,Andalucía,No
29066,Macharaviaya,7,51,29,Málaga,01,Andalucía,No
29068,Manilva,953,4857,29,Málaga,01,Andalucía,No
29069,Marbella,6266,37220,29,Málaga,01,Andalucía,No
29070,Mijas,3516,19160,29,Málaga,01,Andalucía,No
29071,Moclinejo,6,29,29,Málaga,01,Andalucía,No
29072,Mollina,4,32,29,Málaga,01,Andalucía,No
29073,Monda,40,237,29,Málaga,01,Andalucía,No
29074,Montejaque,26,130,29,Málaga,01,Andalucía,No
29075,Nerja,2132,9862,29,Málaga,01,Andalucía,No
29076,Ojén,163,793,29,Málaga,01,Andalucía,No
29077,Parauta,1,6,29,Málaga,01,Andalucía,No
29079,Periana,31,211,29,Málaga,01,Andalucía,No
29080,Pizarra,21,210,29,Málaga,01,Andalucía,No
29081,Pujerra,0,0,29,Málaga,01,Andalucía,No
29082,Rincón de la Victoria,516,2724,29,Málaga,01,Andalucía,No
29083,Riogordo,18,75,29,Málaga,01,Andalucía,No
29084,Ronda,448,2136,29,Málaga,01,Andalucía,No
29001,Alameda,1,4,29,Málaga,01,Andalucía,No
29002,Alcaucín,48,313,29,Málaga,01,Andalucía,No
29003,Alfarnate,2,12,29,Málaga,01,Andalucía,No
29005,Algarrobo,113,504,29,Málaga,01,Andalucía,No
29008,Alhaurín el Grande,198,1345,29,Málaga,01,Andalucía,No
29009,Almáchar,17,112,29,Málaga,01,Andalucía,No
29010,Almargen,1,8,29,Málaga,01,Andalucía,No
29012,Álora,136,696,29,Málaga,01,Andalucía,No
29014,Alpandeire,0,0,29,Málaga,01,Andalucía,No
29016,Árchez,11,56,29,Málaga,01,Andalucía,No
29017,Archidona,19,135,29,Málaga,01,Andalucía,No
29019,Arenas,35,223,29,Málaga,01,Andalucía,No
29021,Atajate,5,13,29,Málaga,01,Andalucía,No
29023,Benahavís,708,4498,29,Málaga,01,Andalucía,No
29025,Benalmádena,3064,14651,29,Málaga,01,Andalucía,No
29027,Benamocarra,4,31,29,Málaga,01,Andalucía,No
29028,Benaoján,13,82,29,Málaga,01,Andalucía,No
29030,"Borge, El",18,163,29,Málaga,01,Andalucía,No
29032,Campillos,9,56,29,Málaga,01,Andalucía,No
29034,Canillas de Albaida,30,186,29,Málaga,01,Andalucía,No
29036,Carratraca,4,28,29,Málaga,01,Andalucía,No
29037,Cartajima,3,16,29,Málaga,01,Andalucía,No
29039,Casabermeja,16,110,29,Málaga,01,Andalucía,No
29041,Casares,450,2448,29,Málaga,01,Andalucía,No
29042,Coín,95,572,29,Málaga,01,Andalucía,No
29044,Comares,35,203,29,Málaga,01,Andalucía,No
29047,Cuevas Bajas,2,12,29,Málaga,01,Andalucía,No
29048,Cuevas del Becerro,7,41,29,Málaga,01,Andalucía,No
29050,Cútar,7,47,29,Málaga,01,Andalucía,No
29051,Estepona,2561,13534,29,Málaga,01,Andalucía,No
29052,Faraján,10,71,29,Málaga,01,Andalucía,No
29054,Fuengirola,1865,8988,29,Málaga,01,Andalucía,No
29056,Gaucín,58,319,29,Málaga,01,Andalucía,No
29057,Genalguacil,10,47,29,Málaga,01,Andalucía,No
29058,Guaro,17,90,29,Málaga,01,Andalucía,No
29060,Igualeja,0,0,29,Málaga,01,Andalucía,No
29062,Iznate,6,38,29,Málaga,01,Andalucía,No
29064,Jubrique,7,46,29,Málaga,01,Andalucía,No
29065,Júzcar,25,113,29,Málaga,01,Andalucía,No
29902,Villanueva de la Concepción,18,107,29,Málaga,01,Andalucía,No
41020,"Cabezas de San Juan, Las",4,18,41,Sevilla,01,Andalucía,No
41024,Carmona,49,286,41,Sevilla,01,Andalucía,No
41025,Carrión de los Céspedes,0,0,41,Sevilla,01,Andalucía,No
41028,Castilleja de Guzmán,0,0,41,Sevilla,01,Andalucía,No
41030,Castilleja del Campo,0,0,41,Sevilla,01,Andalucía,No
41031,"Castillo de las Guardas, El",8,68,41,Sevilla,01,Andalucía,No
41036,"Coronil, El",3,11,41,Sevilla,01,Andalucía,No
41038,Dos Hermanas,60,272,41,Sevilla,01,Andalucía,No
41041,Estepa,9,37,41,Sevilla,01,Andalucía,No
41042,Fuentes de Andalucía,1,6,41,Sevilla,01,Andalucía,No
41046,Gilena,3,34,41,Sevilla,01,Andalucía,No
41048,Guadalcanal,1,12,41,Sevilla,01,Andalucía,No
41051,Huévar del Aljarafe,0,0,41,Sevilla,01,Andalucía,No
41054,Lora de Estepa,2,16,41,Sevilla,01,Andalucía,No
41056,"Luisiana, La",1,14,41,Sevilla,01,Andalucía,No
41058,Mairena del Alcor,16,103,41,Sevilla,01,Andalucía,No
41060,Marchena,19,171,41,Sevilla,01,Andalucía,No
41062,Martín de la Jara,0,0,41,Sevilla,01,Andalucía,No
41065,Morón de la Frontera,16,114,41,Sevilla,01,Andalucía,No
41066,"Navas de la Concepción, Las",1,10,41,Sevilla,01,Andalucía,No
41070,Palomares del Río,9,50,41,Sevilla,01,Andalucía,No
41073,"Pedroso, El",6,60,41,Sevilla,01,Andalucía,No
41077,"Puebla de Cazalla, La",4,20,41,Sevilla,01,Andalucía,No
41079,"Puebla del Río, La",5,46,41,Sevilla,01,Andalucía,No
41081,"Rinconada, La",11,57,41,Sevilla,01,Andalucía,No
41082,"Roda de Andalucía, La",0,0,41,Sevilla,01,Andalucía,No
41086,San Juan de Aznalfarache,27,105,41,Sevilla,01,Andalucía,No
41088,San Nicolás del Puerto,6,43,41,Sevilla,01,Andalucía,No
41093,Tomares,28,143,41,Sevilla,01,Andalucía,No
41095,Utrera,12,83,41,Sevilla,01,Andalucía,No
41096,Valencina de la Concepción,34,176,41,Sevilla,01,Andalucía,No
41098,Villanueva del Ariscal,4,18,41,Sevilla,01,Andalucía,No
41100,Villanueva de San Juan,4,21,41,Sevilla,01,Andalucía,No
41102,"Viso del Alcor, El",4,24,41,Sevilla,01,Andalucía,No
41902,Isla Mayor,1,4,41,Sevilla,01,Andalucía,No
41001,Aguadulce,1,5,41,Sevilla,01,Andalucía,No
41002,Alanís,5,45,41,Sevilla,01,Andalucía,No
41003,Albaida del Aljarafe,1,3,41,Sevilla,01,Andalucía,No
41004,Alcalá de Guadaíra,40,206,41,Sevilla,01,Andalucía,No
41005,Alcalá del Río,3,16,41,Sevilla,01,Andalucía,No
41006,Alcolea del Río,0,0,41,Sevilla,01,Andalucía,No
41007,"Algaba, La",3,15,41,Sevilla,01,Andalucía,No
41008,Algámitas,0,0,41,Sevilla,01,Andalucía,No
41009,Almadén de la Plata,1,4,41,Sevilla,01,Andalucía,No
41010,Almensilla,7,45,41,Sevilla,01,Andalucía,No
41011,Arahal,2,10,41,Sevilla,01,Andalucía,No
41012,Aznalcázar,12,83,41,Sevilla,01,Andalucía,No
41013,Aznalcóllar,1,3,41,Sevilla,01,Andalucía,No
41014,Badolatosa,10,57,41,Sevilla,01,Andalucía,No
41015,Benacazón,1,7,41,Sevilla,01,Andalucía,No
41016,Bollullos de la Mitación,16,73,41,Sevilla,01,Andalucía,No
41017,Bormujos,28,97,41,Sevilla,01,Andalucía,No
41018,Brenes,2,10,41,Sevilla,01,Andalucía,No
41019,Burguillos,2,10,41,Sevilla,01,Andalucía,No
41021,Camas,28,132,41,Sevilla,01,Andalucía,No
41022,"Campana, La",4,12,41,Sevilla,01,Andalucía,No
41023,Cantillana,3,14,41,Sevilla,01,Andalucía,No
41026,Casariche,2,12,41,Sevilla,01,Andalucía,No
41027,Castilblanco de los Arroyos,9,72,41,Sevilla,01,Andalucía,No
41029,Castilleja de la Cuesta,12,53,41,Sevilla,01,Andalucía,No
41032,Cazalla de la Sierra,19,95,41,Sevilla,01,Andalucía,No
41033,Constantina,24,151,41,Sevilla,01,Andalucía,No
41034,Coria del Río,9,54,41,Sevilla,01,Andalucía,No
41035,Coripe,0,0,41,Sevilla,01,Andalucía,No
41037,"Corrales, Los",0,0,41,Sevilla,01,Andalucía,No
41039,Écija,21,83,41,Sevilla,01,Andalucía,No
41040,Espartinas,25,118,41,Sevilla,01,Andalucía,No
41043,"Garrobo, El",3,20,41,Sevilla,01,Andalucía,No
41044,Gelves,14,90,41,Sevilla,01,Andalucía,No
41045,Gerena,6,34,41,Sevilla,01,Andalucía,No
41047,Gines,5,24,41,Sevilla,01,Andalucía,No
41049,Guillena,23,189,41,Sevilla,01,Andalucía,No
41050,Herrera,0,0,41,Sevilla,01,Andalucía,No
41052,Lantejuela,2,10,41,Sevilla,01,Andalucía,No
41053,Lebrija,8,25,41,Sevilla,01,Andalucía,No
41055,Lora del Río,5,32,41,Sevilla,01,Andalucía,No
41057,"Madroño, El",0,0,41,Sevilla,01,Andalucía,No
41059,Mairena del Aljarafe,72,308,41,Sevilla,01,Andalucía,No
41061,Marinaleda,0,0,41,Sevilla,01,Andalucía,No
41063,"Molares, Los",0,0,41,Sevilla,01,Andalucía,No
41064,Montellano,3,22,41,Sevilla,01,Andalucía,No
41067,Olivares,3,28,41,Sevilla,01,Andalucía,No
41068,Osuna,9,51,41,Sevilla,01,Andalucía,No
41069,"Palacios y Villafranca, Los",11,83,41,Sevilla,01,Andalucía,No
41071,Paradas,1,6,41,Sevilla,01,Andalucía,No
41072,Pedrera,0,0,41,Sevilla,01,Andalucía,No
41074,Peñaflor,9,54,41,Sevilla,01,Andalucía,No
41075,Pilas,5,31,41,Sevilla,01,Andalucía,No
41076,Pruna,4,39,41,Sevilla,01,Andalucía,No
41078,"Puebla de los Infantes, La",5,42,41,Sevilla,01,Andalucía,No
41080,"Real de la Jara, El",5,43,41,Sevilla,01,Andalucía,No
41083,"Ronquillo, El",4,16,41,Sevilla,01,Andalucía,No
41084,"Rubio, El",1,6,41,Sevilla,01,Andalucía,No
41085,Salteras,9,69,41,Sevilla,01,Andalucía,No
41087,Sanlúcar la Mayor,25,171,41,Sevilla,01,Andalucía,No
41089,Santiponce,4,18,41,Sevilla,01,Andalucía,No
41090,"Saucejo, El",0,0,41,Sevilla,01,Andalucía,No
41091,Sevilla,5540,23349,41,Sevilla,01,Andalucía,Sí
41092,Tocina,2,21,41,Sevilla,01,Andalucía,No
41094,Umbrete,8,70,41,Sevilla,01,Andalucía,No
41097,Villamanrique de la Condesa,4,16,41,Sevilla,01,Andalucía,No
41099,Villanueva del Río y Minas,1,8,41,Sevilla,01,Andalucía,No
41101,Villaverde del Río,1,8,41,Sevilla,01,Andalucía,No
41901,Cañada Rosal,0,0,41,Sevilla,01,Andalucía,No
41903,"Cuervo de Sevilla, El",1,4,41,Sevilla,01,Andalucía,No
22186,Pozán de Vero,1,10,22,Huesca,02,Aragón,No
22187,"Puebla de Castro, La",17,105,22,Huesca,02,Aragón,No
22190,"Pueyo de Araguás, El",8,54,22,Huesca,02,Aragón,No
22197,Robres,0,0,22,Huesca,02,Aragón,No
22200,Sahún,32,222,22,Huesca,02,Aragón,No
22202,Salas Bajas,3,14,22,Huesca,02,Aragón,No
22204,Sallent de Gállego,204,1193,22,Huesca,02,Aragón,No
22206,Sangarrén,2,8,22,Huesca,02,Aragón,No
22207,San Juan de Plan,4,29,22,Huesca,02,Aragón,No
22212,Santaliestra y San Quílez,0,0,22,Huesca,02,Aragón,No
22217,Sena,0,0,22,Huesca,02,Aragón,No
22218,Senés de Alcubierre,0,0,22,Huesca,02,Aragón,No
22225,Tamarite de Litera,0,0,22,Huesca,02,Aragón,No
22228,Tierz,0,0,22,Huesca,02,Aragón,No
22230,Torla-Ordesa,23,115,22,Huesca,02,Aragón,No
22232,Torralba de Aragón,0,0,22,Huesca,02,Aragón,No
22234,Torrente de Cinca,2,21,22,Huesca,02,Aragón,No
22236,Torres de Barbués,1,12,22,Huesca,02,Aragón,No
22243,Valle de Bardají,1,8,22,Huesca,02,Aragón,No
22246,Beranuy,1,4,22,Huesca,02,Aragón,No
22247,Viacamp y Litera,0,0,22,Huesca,02,Aragón,No
22251,Villanueva de Sigena,0,0,22,Huesca,02,Aragón,No
22254,Zaidín,1,6,22,Huesca,02,Aragón,No
22902,Puente la Reina de Jaca,5,26,22,Huesca,02,Aragón,No
22904,"Sotonera, La",7,40,22,Huesca,02,Aragón,No
22906,Santa María de Dulcis,1,6,22,Huesca,02,Aragón,No
22909,Vencillón,0,0,22,Huesca,02,Aragón,No
22003,Adahuesca,30,145,22,Huesca,02,Aragón,No
22007,Albalate de Cinca,0,0,22,Huesca,02,Aragón,No
22011,Albero Alto,0,0,22,Huesca,02,Aragón,No
22013,Alberuela de Tubo,0,0,22,Huesca,02,Aragón,No
22015,Alcalá del Obispo,1,11,22,Huesca,02,Aragón,No
22018,Alcubierre,0,0,22,Huesca,02,Aragón,No
22020,Alfántega,0,0,22,Huesca,02,Aragón,No
22022,Almunia de San Juan,1,8,22,Huesca,02,Aragón,No
22025,Altorricón,1,4,22,Huesca,02,Aragón,No
22032,Aragüés del Puerto,2,5,22,Huesca,02,Aragón,No
22037,Arguis,5,43,22,Huesca,02,Aragón,No
22040,Azanuy-Alins,1,12,22,Huesca,02,Aragón,No
22167,Osso de Cinca,0,0,22,Huesca,02,Aragón,No
22172,Peñalba,1,10,22,Huesca,02,Aragón,No
22173,"Peñas de Riglos, Las",6,41,22,Huesca,02,Aragón,No
22175,Peralta de Calasanz,3,29,22,Huesca,02,Aragón,No
22182,Plan,10,47,22,Huesca,02,Aragón,No
22041,Azara,0,0,22,Huesca,02,Aragón,No
22042,Azlor,0,0,22,Huesca,02,Aragón,No
22043,Baélls,0,0,22,Huesca,02,Aragón,No
22044,Bailo,1,6,22,Huesca,02,Aragón,No
22045,Baldellou,0,0,22,Huesca,02,Aragón,No
22046,Ballobar,0,0,22,Huesca,02,Aragón,No
22047,Banastás,0,0,22,Huesca,02,Aragón,No
22048,Barbastro,21,95,22,Huesca,02,Aragón,No
22049,Barbués,0,0,22,Huesca,02,Aragón,No
22050,Barbuñales,0,0,22,Huesca,02,Aragón,No
22051,Bárcabo,3,18,22,Huesca,02,Aragón,No
22052,Belver de Cinca,0,0,22,Huesca,02,Aragón,No
22053,Benabarre,2,15,22,Huesca,02,Aragón,No
22054,Benasque,230,1233,22,Huesca,02,Aragón,No
22055,Berbegal,1,6,22,Huesca,02,Aragón,No
22057,Bielsa,14,83,22,Huesca,02,Aragón,No
22058,Bierge,14,97,22,Huesca,02,Aragón,No
22059,Biescas,108,746,22,Huesca,02,Aragón,No
22060,Binaced,0,0,22,Huesca,02,Aragón,No
22061,Binéfar,38,129,22,Huesca,02,Aragón,No
22062,Bisaurri,9,44,22,Huesca,02,Aragón,No
22063,Biscarrués,5,37,22,Huesca,02,Aragón,No
22064,Blecua y Torres,0,0,22,Huesca,02,Aragón,No
22066,Boltaña,21,109,22,Huesca,02,Aragón,No
22067,Bonansa,7,30,22,Huesca,02,Aragón,No
22068,Borau,1,9,22,Huesca,02,Aragón,No
22069,Broto,26,124,22,Huesca,02,Aragón,No
22072,Caldearenas,5,21,22,Huesca,02,Aragón,No
22074,Campo,8,45,22,Huesca,02,Aragón,No
22075,Camporrélls,1,4,22,Huesca,02,Aragón,No
22076,Canal de Berdún,3,16,22,Huesca,02,Aragón,No
22077,Candasnos,0,0,22,Huesca,02,Aragón,No
22078,Canfranc,34,175,22,Huesca,02,Aragón,No
22079,Capdesaso,0,0,22,Huesca,02,Aragón,No
22080,Capella,1,7,22,Huesca,02,Aragón,No
22081,Casbas de Huesca,9,44,22,Huesca,02,Aragón,No
22082,Castejón del Puente,0,0,22,Huesca,02,Aragón,No
22083,Castejón de Monegros,1,7,22,Huesca,02,Aragón,No
22084,Castejón de Sos,27,148,22,Huesca,02,Aragón,No
22085,Castelflorite,0,0,22,Huesca,02,Aragón,No
22086,Castiello de Jaca,16,102,22,Huesca,02,Aragón,No
22087,Castigaleu,1,8,22,Huesca,02,Aragón,No
22088,Castillazuelo,0,0,22,Huesca,02,Aragón,No
22089,Castillonroy,1,8,22,Huesca,02,Aragón,No
22090,Colungo,8,46,22,Huesca,02,Aragón,No
22094,Chalamera,0,0,22,Huesca,02,Aragón,No
22095,Chía,2,9,22,Huesca,02,Aragón,No
22096,Chimillas,0,0,22,Huesca,02,Aragón,No
22099,Esplús,0,0,22,Huesca,02,Aragón,No
22102,Estada,0,0,22,Huesca,02,Aragón,No
22103,Estadilla,2,11,22,Huesca,02,Aragón,No
22105,Estopiñán del Castillo,0,0,22,Huesca,02,Aragón,No
22106,Fago,2,12,22,Huesca,02,Aragón,No
22107,Fanlo,4,22,22,Huesca,02,Aragón,No
22109,Fiscal,25,153,22,Huesca,02,Aragón,No
22111,Foradada del Toscar,4,20,22,Huesca,02,Aragón,No
22112,Fraga,3,17,22,Huesca,02,Aragón,No
22114,Gistaín,4,21,22,Huesca,02,Aragón,No
22115,"Grado, El",4,28,22,Huesca,02,Aragón,No
22116,Grañén,0,0,22,Huesca,02,Aragón,No
22117,Graus,43,189,22,Huesca,02,Aragón,No
22119,Gurrea de Gállego,0,0,22,Huesca,02,Aragón,No
22122,Hoz de Jaca,6,49,22,Huesca,02,Aragón,No
22125,Huesca,42,181,22,Huesca,02,Aragón,Sí
