ine_muni,ine_muni.n,poblacion,values,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
02001,Abengibre,Total,761,02,Albacete,08,Castilla-La Mancha,No
02001,Abengibre,Hombres,365,02,Albacete,08,Castilla-La Mancha,No
02001,Abengibre,Mujeres,396,02,Albacete,08,Castilla-La Mancha,No
02002,Alatoz,Total,506,02,Albacete,08,Castilla-La Mancha,No
02002,Alatoz,Hombres,283,02,Albacete,08,Castilla-La Mancha,No
02002,Alatoz,Mujeres,223,02,Albacete,08,Castilla-La Mancha,No
02003,Albacete,Total,174336,02,Albacete,08,Castilla-La Mancha,Sí
02003,Albacete,Hombres,85214,02,Albacete,08,Castilla-La Mancha,Sí
02003,Albacete,Mujeres,89122,02,Albacete,08,Castilla-La Mancha,Sí
02004,Albatana,Total,679,02,Albacete,08,Castilla-La Mancha,No
02004,Albatana,Hombres,351,02,Albacete,08,Castilla-La Mancha,No
02004,Albatana,Mujeres,328,02,Albacete,08,Castilla-La Mancha,No
02005,Alborea,Total,664,02,Albacete,08,Castilla-La Mancha,No
02005,Alborea,Hombres,346,02,Albacete,08,Castilla-La Mancha,No
02005,Alborea,Mujeres,318,02,Albacete,08,Castilla-La Mancha,No
02006,Alcadozo,Total,647,02,Albacete,08,Castilla-La Mancha,No
02006,Alcadozo,Hombres,350,02,Albacete,08,Castilla-La Mancha,No
02006,Alcadozo,Mujeres,297,02,Albacete,08,Castilla-La Mancha,No
02007,Alcalá del Júcar,Total,1194,02,Albacete,08,Castilla-La Mancha,No
02007,Alcalá del Júcar,Hombres,640,02,Albacete,08,Castilla-La Mancha,No
02007,Alcalá del Júcar,Mujeres,554,02,Albacete,08,Castilla-La Mancha,No
02008,Alcaraz,Total,1324,02,Albacete,08,Castilla-La Mancha,No
02008,Alcaraz,Hombres,687,02,Albacete,08,Castilla-La Mancha,No
02008,Alcaraz,Mujeres,637,02,Albacete,08,Castilla-La Mancha,No
02009,Almansa,Total,24511,02,Albacete,08,Castilla-La Mancha,No
02009,Almansa,Hombres,12208,02,Albacete,08,Castilla-La Mancha,No
02009,Almansa,Mujeres,12303,02,Albacete,08,Castilla-La Mancha,No
02010,Alpera,Total,2261,02,Albacete,08,Castilla-La Mancha,No
02010,Alpera,Hombres,1170,02,Albacete,08,Castilla-La Mancha,No
02010,Alpera,Mujeres,1091,02,Albacete,08,Castilla-La Mancha,No
02011,Ayna,Total,591,02,Albacete,08,Castilla-La Mancha,No
02011,Ayna,Hombres,311,02,Albacete,08,Castilla-La Mancha,No
02011,Ayna,Mujeres,280,02,Albacete,08,Castilla-La Mancha,No
02012,Balazote,Total,2327,02,Albacete,08,Castilla-La Mancha,No
02012,Balazote,Hombres,1187,02,Albacete,08,Castilla-La Mancha,No
02012,Balazote,Mujeres,1140,02,Albacete,08,Castilla-La Mancha,No
02014,"Ballestero, El",Total,396,02,Albacete,08,Castilla-La Mancha,No
02014,"Ballestero, El",Hombres,203,02,Albacete,08,Castilla-La Mancha,No
02014,"Ballestero, El",Mujeres,193,02,Albacete,08,Castilla-La Mancha,No
02013,Balsa de Ves,Total,131,02,Albacete,08,Castilla-La Mancha,No
02013,Balsa de Ves,Hombres,77,02,Albacete,08,Castilla-La Mancha,No
02013,Balsa de Ves,Mujeres,54,02,Albacete,08,Castilla-La Mancha,No
02015,Barrax,Total,1799,02,Albacete,08,Castilla-La Mancha,No
02015,Barrax,Hombres,923,02,Albacete,08,Castilla-La Mancha,No
02015,Barrax,Mujeres,876,02,Albacete,08,Castilla-La Mancha,No
02016,Bienservida,Total,579,02,Albacete,08,Castilla-La Mancha,No
02016,Bienservida,Hombres,313,02,Albacete,08,Castilla-La Mancha,No
02016,Bienservida,Mujeres,266,02,Albacete,08,Castilla-La Mancha,No
02017,Bogarra,Total,807,02,Albacete,08,Castilla-La Mancha,No
02017,Bogarra,Hombres,426,02,Albacete,08,Castilla-La Mancha,No
02017,Bogarra,Mujeres,381,02,Albacete,08,Castilla-La Mancha,No
02018,Bonete,Total,1029,02,Albacete,08,Castilla-La Mancha,No
02018,Bonete,Hombres,530,02,Albacete,08,Castilla-La Mancha,No
02018,Bonete,Mujeres,499,02,Albacete,08,Castilla-La Mancha,No
02019,"Bonillo, El",Total,2723,02,Albacete,08,Castilla-La Mancha,No
02019,"Bonillo, El",Hombres,1386,02,Albacete,08,Castilla-La Mancha,No
02019,"Bonillo, El",Mujeres,1337,02,Albacete,08,Castilla-La Mancha,No
02020,Carcelén,Total,495,02,Albacete,08,Castilla-La Mancha,No
02020,Carcelén,Hombres,265,02,Albacete,08,Castilla-La Mancha,No
02020,Carcelén,Mujeres,230,02,Albacete,08,Castilla-La Mancha,No
02021,Casas de Juan Núñez,Total,1326,02,Albacete,08,Castilla-La Mancha,No
02021,Casas de Juan Núñez,Hombres,713,02,Albacete,08,Castilla-La Mancha,No
02021,Casas de Juan Núñez,Mujeres,613,02,Albacete,08,Castilla-La Mancha,No
02022,Casas de Lázaro,Total,348,02,Albacete,08,Castilla-La Mancha,No
02022,Casas de Lázaro,Hombres,196,02,Albacete,08,Castilla-La Mancha,No
02022,Casas de Lázaro,Mujeres,152,02,Albacete,08,Castilla-La Mancha,No
02023,Casas de Ves,Total,563,02,Albacete,08,Castilla-La Mancha,No
02023,Casas de Ves,Hombres,293,02,Albacete,08,Castilla-La Mancha,No
02023,Casas de Ves,Mujeres,270,02,Albacete,08,Castilla-La Mancha,No
02024,Casas-Ibáñez,Total,4544,02,Albacete,08,Castilla-La Mancha,No
02024,Casas-Ibáñez,Hombres,2281,02,Albacete,08,Castilla-La Mancha,No
02024,Casas-Ibáñez,Mujeres,2263,02,Albacete,08,Castilla-La Mancha,No
02025,Caudete,Total,10005,02,Albacete,08,Castilla-La Mancha,No
02025,Caudete,Hombres,5098,02,Albacete,08,Castilla-La Mancha,No
02025,Caudete,Mujeres,4907,02,Albacete,08,Castilla-La Mancha,No
02026,Cenizate,Total,1194,02,Albacete,08,Castilla-La Mancha,No
02026,Cenizate,Hombres,601,02,Albacete,08,Castilla-La Mancha,No
02026,Cenizate,Mujeres,593,02,Albacete,08,Castilla-La Mancha,No
02029,Chinchilla de Monte-Aragón,Total,4205,02,Albacete,08,Castilla-La Mancha,No
02029,Chinchilla de Monte-Aragón,Hombres,2199,02,Albacete,08,Castilla-La Mancha,No
02029,Chinchilla de Monte-Aragón,Mujeres,2006,02,Albacete,08,Castilla-La Mancha,No
02027,Corral-Rubio,Total,311,02,Albacete,08,Castilla-La Mancha,No
02027,Corral-Rubio,Hombres,167,02,Albacete,08,Castilla-La Mancha,No
02027,Corral-Rubio,Mujeres,144,02,Albacete,08,Castilla-La Mancha,No
02028,Cotillas,Total,118,02,Albacete,08,Castilla-La Mancha,No
02028,Cotillas,Hombres,62,02,Albacete,08,Castilla-La Mancha,No
02028,Cotillas,Mujeres,56,02,Albacete,08,Castilla-La Mancha,No
02030,Elche de la Sierra,Total,3520,02,Albacete,08,Castilla-La Mancha,No
02030,Elche de la Sierra,Hombres,1747,02,Albacete,08,Castilla-La Mancha,No
02030,Elche de la Sierra,Mujeres,1773,02,Albacete,08,Castilla-La Mancha,No
02031,Férez,Total,629,02,Albacete,08,Castilla-La Mancha,No
02031,Férez,Hombres,316,02,Albacete,08,Castilla-La Mancha,No
02031,Férez,Mujeres,313,02,Albacete,08,Castilla-La Mancha,No
02032,Fuensanta,Total,291,02,Albacete,08,Castilla-La Mancha,No
02032,Fuensanta,Hombres,170,02,Albacete,08,Castilla-La Mancha,No
02032,Fuensanta,Mujeres,121,02,Albacete,08,Castilla-La Mancha,No
02033,Fuente-Álamo,Total,2474,02,Albacete,08,Castilla-La Mancha,No
02033,Fuente-Álamo,Hombres,1290,02,Albacete,08,Castilla-La Mancha,No
02033,Fuente-Álamo,Mujeres,1184,02,Albacete,08,Castilla-La Mancha,No
02034,Fuentealbilla,Total,1831,02,Albacete,08,Castilla-La Mancha,No
02034,Fuentealbilla,Hombres,941,02,Albacete,08,Castilla-La Mancha,No
02034,Fuentealbilla,Mujeres,890,02,Albacete,08,Castilla-La Mancha,No
02035,"Gineta, La",Total,2548,02,Albacete,08,Castilla-La Mancha,No
02035,"Gineta, La",Hombres,1322,02,Albacete,08,Castilla-La Mancha,No
02035,"Gineta, La",Mujeres,1226,02,Albacete,08,Castilla-La Mancha,No
02036,Golosalvo,Total,98,02,Albacete,08,Castilla-La Mancha,No
02036,Golosalvo,Hombres,52,02,Albacete,08,Castilla-La Mancha,No
02036,Golosalvo,Mujeres,46,02,Albacete,08,Castilla-La Mancha,No
02037,Hellín,Total,30200,02,Albacete,08,Castilla-La Mancha,No
02037,Hellín,Hombres,15119,02,Albacete,08,Castilla-La Mancha,No
02037,Hellín,Mujeres,15081,02,Albacete,08,Castilla-La Mancha,No
02038,"Herrera, La",Total,322,02,Albacete,08,Castilla-La Mancha,No
02038,"Herrera, La",Hombres,164,02,Albacete,08,Castilla-La Mancha,No
02038,"Herrera, La",Mujeres,158,02,Albacete,08,Castilla-La Mancha,No
02039,Higueruela,Total,1135,02,Albacete,08,Castilla-La Mancha,No
02039,Higueruela,Hombres,589,02,Albacete,08,Castilla-La Mancha,No
02039,Higueruela,Mujeres,546,02,Albacete,08,Castilla-La Mancha,No
02040,Hoya-Gonzalo,Total,630,02,Albacete,08,Castilla-La Mancha,No
02040,Hoya-Gonzalo,Hombres,339,02,Albacete,08,Castilla-La Mancha,No
02040,Hoya-Gonzalo,Mujeres,291,02,Albacete,08,Castilla-La Mancha,No
02041,Jorquera,Total,342,02,Albacete,08,Castilla-La Mancha,No
02041,Jorquera,Hombres,186,02,Albacete,08,Castilla-La Mancha,No
02041,Jorquera,Mujeres,156,02,Albacete,08,Castilla-La Mancha,No
02042,Letur,Total,892,02,Albacete,08,Castilla-La Mancha,No
02042,Letur,Hombres,434,02,Albacete,08,Castilla-La Mancha,No
02042,Letur,Mujeres,458,02,Albacete,08,Castilla-La Mancha,No
02043,Lezuza,Total,1332,02,Albacete,08,Castilla-La Mancha,No
02043,Lezuza,Hombres,692,02,Albacete,08,Castilla-La Mancha,No
02043,Lezuza,Mujeres,640,02,Albacete,08,Castilla-La Mancha,No
02044,Liétor,Total,1150,02,Albacete,08,Castilla-La Mancha,No
02044,Liétor,Hombres,591,02,Albacete,08,Castilla-La Mancha,No
02044,Liétor,Mujeres,559,02,Albacete,08,Castilla-La Mancha,No
02045,Madrigueras,Total,4634,02,Albacete,08,Castilla-La Mancha,No
02045,Madrigueras,Hombres,2367,02,Albacete,08,Castilla-La Mancha,No
02045,Madrigueras,Mujeres,2267,02,Albacete,08,Castilla-La Mancha,No
02046,Mahora,Total,1362,02,Albacete,08,Castilla-La Mancha,No
02046,Mahora,Hombres,702,02,Albacete,08,Castilla-La Mancha,No
02046,Mahora,Mujeres,660,02,Albacete,08,Castilla-La Mancha,No
02047,Masegoso,Total,104,02,Albacete,08,Castilla-La Mancha,No
02047,Masegoso,Hombres,57,02,Albacete,08,Castilla-La Mancha,No
02047,Masegoso,Mujeres,47,02,Albacete,08,Castilla-La Mancha,No
02048,Minaya,Total,1475,02,Albacete,08,Castilla-La Mancha,No
02048,Minaya,Hombres,756,02,Albacete,08,Castilla-La Mancha,No
02048,Minaya,Mujeres,719,02,Albacete,08,Castilla-La Mancha,No
02049,Molinicos,Total,813,02,Albacete,08,Castilla-La Mancha,No
02049,Molinicos,Hombres,421,02,Albacete,08,Castilla-La Mancha,No
02049,Molinicos,Mujeres,392,02,Albacete,08,Castilla-La Mancha,No
02050,Montalvos,Total,88,02,Albacete,08,Castilla-La Mancha,No
02050,Montalvos,Hombres,47,02,Albacete,08,Castilla-La Mancha,No
02050,Montalvos,Mujeres,41,02,Albacete,08,Castilla-La Mancha,No
02051,Montealegre del Castillo,Total,2041,02,Albacete,08,Castilla-La Mancha,No
02051,Montealegre del Castillo,Hombres,1045,02,Albacete,08,Castilla-La Mancha,No
02051,Montealegre del Castillo,Mujeres,996,02,Albacete,08,Castilla-La Mancha,No
02052,Motilleja,Total,578,02,Albacete,08,Castilla-La Mancha,No
02052,Motilleja,Hombres,313,02,Albacete,08,Castilla-La Mancha,No
02052,Motilleja,Mujeres,265,02,Albacete,08,Castilla-La Mancha,No
02053,Munera,Total,3429,02,Albacete,08,Castilla-La Mancha,No
02053,Munera,Hombres,1768,02,Albacete,08,Castilla-La Mancha,No
02053,Munera,Mujeres,1661,02,Albacete,08,Castilla-La Mancha,No
02054,Navas de Jorquera,Total,521,02,Albacete,08,Castilla-La Mancha,No
02054,Navas de Jorquera,Hombres,274,02,Albacete,08,Castilla-La Mancha,No
02054,Navas de Jorquera,Mujeres,247,02,Albacete,08,Castilla-La Mancha,No
02055,Nerpio,Total,1178,02,Albacete,08,Castilla-La Mancha,No
02055,Nerpio,Hombres,654,02,Albacete,08,Castilla-La Mancha,No
02055,Nerpio,Mujeres,524,02,Albacete,08,Castilla-La Mancha,No
02056,Ontur,Total,1976,02,Albacete,08,Castilla-La Mancha,No
02056,Ontur,Hombres,1001,02,Albacete,08,Castilla-La Mancha,No
02056,Ontur,Mujeres,975,02,Albacete,08,Castilla-La Mancha,No
02057,Ossa de Montiel,Total,2262,02,Albacete,08,Castilla-La Mancha,No
02057,Ossa de Montiel,Hombres,1134,02,Albacete,08,Castilla-La Mancha,No
02057,Ossa de Montiel,Mujeres,1128,02,Albacete,08,Castilla-La Mancha,No
02058,Paterna del Madera,Total,329,02,Albacete,08,Castilla-La Mancha,No
02058,Paterna del Madera,Hombres,178,02,Albacete,08,Castilla-La Mancha,No
02058,Paterna del Madera,Mujeres,151,02,Albacete,08,Castilla-La Mancha,No
02060,Peñas de San Pedro,Total,1394,02,Albacete,08,Castilla-La Mancha,No
02060,Peñas de San Pedro,Hombres,815,02,Albacete,08,Castilla-La Mancha,No
02060,Peñas de San Pedro,Mujeres,579,02,Albacete,08,Castilla-La Mancha,No
02059,Peñascosa,Total,333,02,Albacete,08,Castilla-La Mancha,No
02059,Peñascosa,Hombres,186,02,Albacete,08,Castilla-La Mancha,No
02059,Peñascosa,Mujeres,147,02,Albacete,08,Castilla-La Mancha,No
02061,Pétrola,Total,681,02,Albacete,08,Castilla-La Mancha,No
02061,Pétrola,Hombres,352,02,Albacete,08,Castilla-La Mancha,No
02061,Pétrola,Mujeres,329,02,Albacete,08,Castilla-La Mancha,No
02062,Povedilla,Total,405,02,Albacete,08,Castilla-La Mancha,No
02062,Povedilla,Hombres,225,02,Albacete,08,Castilla-La Mancha,No
02062,Povedilla,Mujeres,180,02,Albacete,08,Castilla-La Mancha,No
02901,Pozo Cañada,Total,2791,02,Albacete,08,Castilla-La Mancha,No
02901,Pozo Cañada,Hombres,1413,02,Albacete,08,Castilla-La Mancha,No
02901,Pozo Cañada,Mujeres,1378,02,Albacete,08,Castilla-La Mancha,No
02063,Pozohondo,Total,1593,02,Albacete,08,Castilla-La Mancha,No
02063,Pozohondo,Hombres,830,02,Albacete,08,Castilla-La Mancha,No
02063,Pozohondo,Mujeres,763,02,Albacete,08,Castilla-La Mancha,No
02064,Pozo-Lorente,Total,408,02,Albacete,08,Castilla-La Mancha,No
02064,Pozo-Lorente,Hombres,208,02,Albacete,08,Castilla-La Mancha,No
02064,Pozo-Lorente,Mujeres,200,02,Albacete,08,Castilla-La Mancha,No
02065,Pozuelo,Total,469,02,Albacete,08,Castilla-La Mancha,No
02065,Pozuelo,Hombres,251,02,Albacete,08,Castilla-La Mancha,No
02065,Pozuelo,Mujeres,218,02,Albacete,08,Castilla-La Mancha,No
02066,"Recueja, La",Total,231,02,Albacete,08,Castilla-La Mancha,No
02066,"Recueja, La",Hombres,126,02,Albacete,08,Castilla-La Mancha,No
02066,"Recueja, La",Mujeres,105,02,Albacete,08,Castilla-La Mancha,No
02067,Riópar,Total,1341,02,Albacete,08,Castilla-La Mancha,No
02067,Riópar,Hombres,687,02,Albacete,08,Castilla-La Mancha,No
02067,Riópar,Mujeres,654,02,Albacete,08,Castilla-La Mancha,No
02068,Robledo,Total,376,02,Albacete,08,Castilla-La Mancha,No
02068,Robledo,Hombres,206,02,Albacete,08,Castilla-La Mancha,No
02068,Robledo,Mujeres,170,02,Albacete,08,Castilla-La Mancha,No
02069,"Roda, La",Total,15527,02,Albacete,08,Castilla-La Mancha,No
02069,"Roda, La",Hombres,7853,02,Albacete,08,Castilla-La Mancha,No
02069,"Roda, La",Mujeres,7674,02,Albacete,08,Castilla-La Mancha,No
02070,Salobre,Total,470,02,Albacete,08,Castilla-La Mancha,No
02070,Salobre,Hombres,251,02,Albacete,08,Castilla-La Mancha,No
02070,Salobre,Mujeres,219,02,Albacete,08,Castilla-La Mancha,No
02071,San Pedro,Total,1171,02,Albacete,08,Castilla-La Mancha,No
02071,San Pedro,Hombres,598,02,Albacete,08,Castilla-La Mancha,No
02071,San Pedro,Mujeres,573,02,Albacete,08,Castilla-La Mancha,No
02072,Socovos,Total,1778,02,Albacete,08,Castilla-La Mancha,No
02072,Socovos,Hombres,919,02,Albacete,08,Castilla-La Mancha,No
02072,Socovos,Mujeres,859,02,Albacete,08,Castilla-La Mancha,No
02073,Tarazona de la Mancha,Total,6187,02,Albacete,08,Castilla-La Mancha,No
02073,Tarazona de la Mancha,Hombres,3165,02,Albacete,08,Castilla-La Mancha,No
02073,Tarazona de la Mancha,Mujeres,3022,02,Albacete,08,Castilla-La Mancha,No
02074,Tobarra,Total,7709,02,Albacete,08,Castilla-La Mancha,No
02074,Tobarra,Hombres,3958,02,Albacete,08,Castilla-La Mancha,No
02074,Tobarra,Mujeres,3751,02,Albacete,08,Castilla-La Mancha,No
02075,Valdeganga,Total,1990,02,Albacete,08,Castilla-La Mancha,No
02075,Valdeganga,Hombres,1023,02,Albacete,08,Castilla-La Mancha,No
02075,Valdeganga,Mujeres,967,02,Albacete,08,Castilla-La Mancha,No
02076,Vianos,Total,329,02,Albacete,08,Castilla-La Mancha,No
02076,Vianos,Hombres,170,02,Albacete,08,Castilla-La Mancha,No
02076,Vianos,Mujeres,159,02,Albacete,08,Castilla-La Mancha,No
02077,Villa de Ves,Total,61,02,Albacete,08,Castilla-La Mancha,No
02077,Villa de Ves,Hombres,35,02,Albacete,08,Castilla-La Mancha,No
02077,Villa de Ves,Mujeres,26,02,Albacete,08,Castilla-La Mancha,No
02078,Villalgordo del Júcar,Total,1102,02,Albacete,08,Castilla-La Mancha,No
02078,Villalgordo del Júcar,Hombres,583,02,Albacete,08,Castilla-La Mancha,No
02078,Villalgordo del Júcar,Mujeres,519,02,Albacete,08,Castilla-La Mancha,No
02079,Villamalea,Total,4070,02,Albacete,08,Castilla-La Mancha,No
02079,Villamalea,Hombres,2078,02,Albacete,08,Castilla-La Mancha,No
02079,Villamalea,Mujeres,1992,02,Albacete,08,Castilla-La Mancha,No
02080,Villapalacios,Total,583,02,Albacete,08,Castilla-La Mancha,No
02080,Villapalacios,Hombres,307,02,Albacete,08,Castilla-La Mancha,No
02080,Villapalacios,Mujeres,276,02,Albacete,08,Castilla-La Mancha,No
02081,Villarrobledo,Total,25116,02,Albacete,08,Castilla-La Mancha,No
02081,Villarrobledo,Hombres,12434,02,Albacete,08,Castilla-La Mancha,No
02081,Villarrobledo,Mujeres,12682,02,Albacete,08,Castilla-La Mancha,No
02082,Villatoya,Total,109,02,Albacete,08,Castilla-La Mancha,No
02082,Villatoya,Hombres,64,02,Albacete,08,Castilla-La Mancha,No
02082,Villatoya,Mujeres,45,02,Albacete,08,Castilla-La Mancha,No
02083,Villavaliente,Total,220,02,Albacete,08,Castilla-La Mancha,No
02083,Villavaliente,Hombres,134,02,Albacete,08,Castilla-La Mancha,No
02083,Villavaliente,Mujeres,86,02,Albacete,08,Castilla-La Mancha,No
02084,Villaverde de Guadalimar,Total,325,02,Albacete,08,Castilla-La Mancha,No
02084,Villaverde de Guadalimar,Hombres,171,02,Albacete,08,Castilla-La Mancha,No
02084,Villaverde de Guadalimar,Mujeres,154,02,Albacete,08,Castilla-La Mancha,No
02085,Viveros,Total,329,02,Albacete,08,Castilla-La Mancha,No
02085,Viveros,Hombres,171,02,Albacete,08,Castilla-La Mancha,No
02085,Viveros,Mujeres,158,02,Albacete,08,Castilla-La Mancha,No
02086,Yeste,Total,2614,02,Albacete,08,Castilla-La Mancha,No
02086,Yeste,Hombres,1354,02,Albacete,08,Castilla-La Mancha,No
02086,Yeste,Mujeres,1260,02,Albacete,08,Castilla-La Mancha,No
03002,Agost,Total,4794,03,Alicante/Alacant,10,Comunitat Valenciana,No
03002,Agost,Hombres,2398,03,Alicante/Alacant,10,Comunitat Valenciana,No
03002,Agost,Mujeres,2396,03,Alicante/Alacant,10,Comunitat Valenciana,No
03003,Agres,Total,564,03,Alicante/Alacant,10,Comunitat Valenciana,No
03003,Agres,Hombres,309,03,Alicante/Alacant,10,Comunitat Valenciana,No
03003,Agres,Mujeres,255,03,Alicante/Alacant,10,Comunitat Valenciana,No
03004,Aigües,Total,986,03,Alicante/Alacant,10,Comunitat Valenciana,No
03004,Aigües,Hombres,506,03,Alicante/Alacant,10,Comunitat Valenciana,No
03004,Aigües,Mujeres,480,03,Alicante/Alacant,10,Comunitat Valenciana,No
03005,Albatera,Total,12474,03,Alicante/Alacant,10,Comunitat Valenciana,No
03005,Albatera,Hombres,6356,03,Alicante/Alacant,10,Comunitat Valenciana,No
03005,Albatera,Mujeres,6118,03,Alicante/Alacant,10,Comunitat Valenciana,No
03006,Alcalalí,Total,1302,03,Alicante/Alacant,10,Comunitat Valenciana,No
03006,Alcalalí,Hombres,653,03,Alicante/Alacant,10,Comunitat Valenciana,No
03006,Alcalalí,Mujeres,649,03,Alicante/Alacant,10,Comunitat Valenciana,No
03007,Alcocer de Planes,Total,226,03,Alicante/Alacant,10,Comunitat Valenciana,No
03007,Alcocer de Planes,Hombres,113,03,Alicante/Alacant,10,Comunitat Valenciana,No
03007,Alcocer de Planes,Mujeres,113,03,Alicante/Alacant,10,Comunitat Valenciana,No
03008,Alcoleja,Total,177,03,Alicante/Alacant,10,Comunitat Valenciana,No
03008,Alcoleja,Hombres,98,03,Alicante/Alacant,10,Comunitat Valenciana,No
03008,Alcoleja,Mujeres,79,03,Alicante/Alacant,10,Comunitat Valenciana,No
03009,Alcoy/Alcoi,Total,59354,03,Alicante/Alacant,10,Comunitat Valenciana,No
03009,Alcoy/Alcoi,Hombres,29107,03,Alicante/Alacant,10,Comunitat Valenciana,No
03009,Alcoy/Alcoi,Mujeres,30247,03,Alicante/Alacant,10,Comunitat Valenciana,No
03010,Alfafara,Total,406,03,Alicante/Alacant,10,Comunitat Valenciana,No
03010,Alfafara,Hombres,198,03,Alicante/Alacant,10,Comunitat Valenciana,No
03010,Alfafara,Mujeres,208,03,Alicante/Alacant,10,Comunitat Valenciana,No
03011,"Alfàs del Pi, l'",Total,20042,03,Alicante/Alacant,10,Comunitat Valenciana,No
03011,"Alfàs del Pi, l'",Hombres,9945,03,Alicante/Alacant,10,Comunitat Valenciana,No
03011,"Alfàs del Pi, l'",Mujeres,10097,03,Alicante/Alacant,10,Comunitat Valenciana,No
03012,Algorfa,Total,3125,03,Alicante/Alacant,10,Comunitat Valenciana,No
03012,Algorfa,Hombres,1595,03,Alicante/Alacant,10,Comunitat Valenciana,No
03012,Algorfa,Mujeres,1530,03,Alicante/Alacant,10,Comunitat Valenciana,No
03013,Algueña,Total,1326,03,Alicante/Alacant,10,Comunitat Valenciana,No
03013,Algueña,Hombres,668,03,Alicante/Alacant,10,Comunitat Valenciana,No
03013,Algueña,Mujeres,658,03,Alicante/Alacant,10,Comunitat Valenciana,No
03014,Alicante/Alacant,Total,337482,03,Alicante/Alacant,10,Comunitat Valenciana,Sí
03014,Alicante/Alacant,Hombres,163385,03,Alicante/Alacant,10,Comunitat Valenciana,Sí
03014,Alicante/Alacant,Mujeres,174097,03,Alicante/Alacant,10,Comunitat Valenciana,Sí
03015,Almoradí,Total,21208,03,Alicante/Alacant,10,Comunitat Valenciana,No
03015,Almoradí,Hombres,10694,03,Alicante/Alacant,10,Comunitat Valenciana,No
03015,Almoradí,Mujeres,10514,03,Alicante/Alacant,10,Comunitat Valenciana,No
03016,Almudaina,Total,109,03,Alicante/Alacant,10,Comunitat Valenciana,No
03016,Almudaina,Hombres,53,03,Alicante/Alacant,10,Comunitat Valenciana,No
03016,Almudaina,Mujeres,56,03,Alicante/Alacant,10,Comunitat Valenciana,No
03017,"Alqueria d'Asnar, l'",Total,493,03,Alicante/Alacant,10,Comunitat Valenciana,No
03017,"Alqueria d'Asnar, l'",Hombres,241,03,Alicante/Alacant,10,Comunitat Valenciana,No
03017,"Alqueria d'Asnar, l'",Mujeres,252,03,Alicante/Alacant,10,Comunitat Valenciana,No
03018,Altea,Total,22558,03,Alicante/Alacant,10,Comunitat Valenciana,No
03018,Altea,Hombres,11045,03,Alicante/Alacant,10,Comunitat Valenciana,No
03018,Altea,Mujeres,11513,03,Alicante/Alacant,10,Comunitat Valenciana,No
03019,Aspe,Total,20804,03,Alicante/Alacant,10,Comunitat Valenciana,No
03019,Aspe,Hombres,10471,03,Alicante/Alacant,10,Comunitat Valenciana,No
03019,Aspe,Mujeres,10333,03,Alicante/Alacant,10,Comunitat Valenciana,No
03001,"Atzúbia, l'",Total,611,03,Alicante/Alacant,10,Comunitat Valenciana,No
03001,"Atzúbia, l'",Hombres,314,03,Alicante/Alacant,10,Comunitat Valenciana,No
03001,"Atzúbia, l'",Mujeres,297,03,Alicante/Alacant,10,Comunitat Valenciana,No
03020,Balones,Total,128,03,Alicante/Alacant,10,Comunitat Valenciana,No
03020,Balones,Hombres,71,03,Alicante/Alacant,10,Comunitat Valenciana,No
03020,Balones,Mujeres,57,03,Alicante/Alacant,10,Comunitat Valenciana,No
03021,Banyeres de Mariola,Total,7090,03,Alicante/Alacant,10,Comunitat Valenciana,No
03021,Banyeres de Mariola,Hombres,3548,03,Alicante/Alacant,10,Comunitat Valenciana,No
03021,Banyeres de Mariola,Mujeres,3542,03,Alicante/Alacant,10,Comunitat Valenciana,No
03022,Benasau,Total,156,03,Alicante/Alacant,10,Comunitat Valenciana,No
03022,Benasau,Hombres,75,03,Alicante/Alacant,10,Comunitat Valenciana,No
03022,Benasau,Mujeres,81,03,Alicante/Alacant,10,Comunitat Valenciana,No
03023,Beneixama,Total,1690,03,Alicante/Alacant,10,Comunitat Valenciana,No
03023,Beneixama,Hombres,845,03,Alicante/Alacant,10,Comunitat Valenciana,No
03023,Beneixama,Mujeres,845,03,Alicante/Alacant,10,Comunitat Valenciana,No
03024,Benejúzar,Total,5435,03,Alicante/Alacant,10,Comunitat Valenciana,No
03024,Benejúzar,Hombres,2711,03,Alicante/Alacant,10,Comunitat Valenciana,No
03024,Benejúzar,Mujeres,2724,03,Alicante/Alacant,10,Comunitat Valenciana,No
03025,Benferri,Total,1965,03,Alicante/Alacant,10,Comunitat Valenciana,No
03025,Benferri,Hombres,1016,03,Alicante/Alacant,10,Comunitat Valenciana,No
03025,Benferri,Mujeres,949,03,Alicante/Alacant,10,Comunitat Valenciana,No
03026,Beniarbeig,Total,2159,03,Alicante/Alacant,10,Comunitat Valenciana,No
03026,Beniarbeig,Hombres,1096,03,Alicante/Alacant,10,Comunitat Valenciana,No
03026,Beniarbeig,Mujeres,1063,03,Alicante/Alacant,10,Comunitat Valenciana,No
03027,Beniardá,Total,200,03,Alicante/Alacant,10,Comunitat Valenciana,No
03027,Beniardá,Hombres,97,03,Alicante/Alacant,10,Comunitat Valenciana,No
03027,Beniardá,Mujeres,103,03,Alicante/Alacant,10,Comunitat Valenciana,No
03028,Beniarrés,Total,1099,03,Alicante/Alacant,10,Comunitat Valenciana,No
03028,Beniarrés,Hombres,563,03,Alicante/Alacant,10,Comunitat Valenciana,No
