ine_muni,ine_muni.n,poblacion,values,ine_prov,ine_prov.n,ine_ccaa,ine_ccaa.n,capital_prov
19047,Baides,Hombres,28,19,Guadalajara,08,Castilla-La Mancha,No
19047,Baides,Mujeres,28,19,Guadalajara,08,Castilla-La Mancha,No
19048,Baños de Tajo,Total,18,19,Guadalajara,08,Castilla-La Mancha,No
19048,Baños de Tajo,Hombres,13,19,Guadalajara,08,Castilla-La Mancha,No
19048,Baños de Tajo,Mujeres,5,19,Guadalajara,08,Castilla-La Mancha,No
19049,Bañuelos,Total,13,19,Guadalajara,08,Castilla-La Mancha,No
19049,Bañuelos,Hombres,11,19,Guadalajara,08,Castilla-La Mancha,No
19049,Bañuelos,Mujeres,2,19,Guadalajara,08,Castilla-La Mancha,No
19050,Barriopedro,Total,15,19,Guadalajara,08,Castilla-La Mancha,No
19050,Barriopedro,Hombres,10,19,Guadalajara,08,Castilla-La Mancha,No
19050,Barriopedro,Mujeres,5,19,Guadalajara,08,Castilla-La Mancha,No
19051,Berninches,Total,52,19,Guadalajara,08,Castilla-La Mancha,No
19051,Berninches,Hombres,34,19,Guadalajara,08,Castilla-La Mancha,No
19051,Berninches,Mujeres,18,19,Guadalajara,08,Castilla-La Mancha,No
19052,"Bodera, La",Total,23,19,Guadalajara,08,Castilla-La Mancha,No
19052,"Bodera, La",Hombres,16,19,Guadalajara,08,Castilla-La Mancha,No
19052,"Bodera, La",Mujeres,7,19,Guadalajara,08,Castilla-La Mancha,No
19053,Brihuega,Total,2378,19,Guadalajara,08,Castilla-La Mancha,No
19053,Brihuega,Hombres,1246,19,Guadalajara,08,Castilla-La Mancha,No
19053,Brihuega,Mujeres,1132,19,Guadalajara,08,Castilla-La Mancha,No
19054,Budia,Total,189,19,Guadalajara,08,Castilla-La Mancha,No
19054,Budia,Hombres,115,19,Guadalajara,08,Castilla-La Mancha,No
19054,Budia,Mujeres,74,19,Guadalajara,08,Castilla-La Mancha,No
19055,Bujalaro,Total,50,19,Guadalajara,08,Castilla-La Mancha,No
19055,Bujalaro,Hombres,24,19,Guadalajara,08,Castilla-La Mancha,No
19055,Bujalaro,Mujeres,26,19,Guadalajara,08,Castilla-La Mancha,No
19057,Bustares,Total,74,19,Guadalajara,08,Castilla-La Mancha,No
19057,Bustares,Hombres,45,19,Guadalajara,08,Castilla-La Mancha,No
19057,Bustares,Mujeres,29,19,Guadalajara,08,Castilla-La Mancha,No
19058,Cabanillas del Campo,Total,10657,19,Guadalajara,08,Castilla-La Mancha,No
19058,Cabanillas del Campo,Hombres,5370,19,Guadalajara,08,Castilla-La Mancha,No
19058,Cabanillas del Campo,Mujeres,5287,19,Guadalajara,08,Castilla-La Mancha,No
19059,Campillo de Dueñas,Total,80,19,Guadalajara,08,Castilla-La Mancha,No
19059,Campillo de Dueñas,Hombres,47,19,Guadalajara,08,Castilla-La Mancha,No
19059,Campillo de Dueñas,Mujeres,33,19,Guadalajara,08,Castilla-La Mancha,No
19060,Campillo de Ranas,Total,171,19,Guadalajara,08,Castilla-La Mancha,No
19060,Campillo de Ranas,Hombres,100,19,Guadalajara,08,Castilla-La Mancha,No
19060,Campillo de Ranas,Mujeres,71,19,Guadalajara,08,Castilla-La Mancha,No
19061,Campisábalos,Total,60,19,Guadalajara,08,Castilla-La Mancha,No
19061,Campisábalos,Hombres,46,19,Guadalajara,08,Castilla-La Mancha,No
19061,Campisábalos,Mujeres,14,19,Guadalajara,08,Castilla-La Mancha,No
19064,Canredondo,Total,64,19,Guadalajara,08,Castilla-La Mancha,No
19064,Canredondo,Hombres,41,19,Guadalajara,08,Castilla-La Mancha,No
19064,Canredondo,Mujeres,23,19,Guadalajara,08,Castilla-La Mancha,No
19065,Cantalojas,Total,146,19,Guadalajara,08,Castilla-La Mancha,No
19065,Cantalojas,Hombres,88,19,Guadalajara,08,Castilla-La Mancha,No
19065,Cantalojas,Mujeres,58,19,Guadalajara,08,Castilla-La Mancha,No
19066,Cañizar,Total,53,19,Guadalajara,08,Castilla-La Mancha,No
19066,Cañizar,Hombres,32,19,Guadalajara,08,Castilla-La Mancha,No
19066,Cañizar,Mujeres,21,19,Guadalajara,08,Castilla-La Mancha,No
19067,"Cardoso de la Sierra, El",Total,57,19,Guadalajara,08,Castilla-La Mancha,No
19067,"Cardoso de la Sierra, El",Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19067,"Cardoso de la Sierra, El",Mujeres,22,19,Guadalajara,08,Castilla-La Mancha,No
19070,Casa de Uceda,Total,91,19,Guadalajara,08,Castilla-La Mancha,No
19070,Casa de Uceda,Hombres,47,19,Guadalajara,08,Castilla-La Mancha,No
19070,Casa de Uceda,Mujeres,44,19,Guadalajara,08,Castilla-La Mancha,No
19071,"Casar, El",Total,12415,19,Guadalajara,08,Castilla-La Mancha,No
19071,"Casar, El",Hombres,6291,19,Guadalajara,08,Castilla-La Mancha,No
19071,"Casar, El",Mujeres,6124,19,Guadalajara,08,Castilla-La Mancha,No
19073,Casas de San Galindo,Total,19,19,Guadalajara,08,Castilla-La Mancha,No
19073,Casas de San Galindo,Hombres,14,19,Guadalajara,08,Castilla-La Mancha,No
19073,Casas de San Galindo,Mujeres,5,19,Guadalajara,08,Castilla-La Mancha,No
19074,Caspueñas,Total,96,19,Guadalajara,08,Castilla-La Mancha,No
19074,Caspueñas,Hombres,59,19,Guadalajara,08,Castilla-La Mancha,No
19074,Caspueñas,Mujeres,37,19,Guadalajara,08,Castilla-La Mancha,No
19075,Castejón de Henares,Total,64,19,Guadalajara,08,Castilla-La Mancha,No
19075,Castejón de Henares,Hombres,40,19,Guadalajara,08,Castilla-La Mancha,No
19075,Castejón de Henares,Mujeres,24,19,Guadalajara,08,Castilla-La Mancha,No
19076,Castellar de la Muela,Total,29,19,Guadalajara,08,Castilla-La Mancha,No
19076,Castellar de la Muela,Hombres,18,19,Guadalajara,08,Castilla-La Mancha,No
19076,Castellar de la Muela,Mujeres,11,19,Guadalajara,08,Castilla-La Mancha,No
19078,Castilforte,Total,52,19,Guadalajara,08,Castilla-La Mancha,No
19078,Castilforte,Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19078,Castilforte,Mujeres,17,19,Guadalajara,08,Castilla-La Mancha,No
19079,Castilnuevo,Total,7,19,Guadalajara,08,Castilla-La Mancha,No
19079,Castilnuevo,Hombres,5,19,Guadalajara,08,Castilla-La Mancha,No
19079,Castilnuevo,Mujeres,2,19,Guadalajara,08,Castilla-La Mancha,No
19080,Cendejas de Enmedio,Total,68,19,Guadalajara,08,Castilla-La Mancha,No
19080,Cendejas de Enmedio,Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19080,Cendejas de Enmedio,Mujeres,33,19,Guadalajara,08,Castilla-La Mancha,No
19081,Cendejas de la Torre,Total,25,19,Guadalajara,08,Castilla-La Mancha,No
19081,Cendejas de la Torre,Hombres,17,19,Guadalajara,08,Castilla-La Mancha,No
19081,Cendejas de la Torre,Mujeres,8,19,Guadalajara,08,Castilla-La Mancha,No
19082,Centenera,Total,121,19,Guadalajara,08,Castilla-La Mancha,No
19082,Centenera,Hombres,67,19,Guadalajara,08,Castilla-La Mancha,No
19082,Centenera,Mujeres,54,19,Guadalajara,08,Castilla-La Mancha,No
19103,Checa,Total,285,19,Guadalajara,08,Castilla-La Mancha,No
19103,Checa,Hombres,170,19,Guadalajara,08,Castilla-La Mancha,No
19103,Checa,Mujeres,115,19,Guadalajara,08,Castilla-La Mancha,No
19104,Chequilla,Total,18,19,Guadalajara,08,Castilla-La Mancha,No
19104,Chequilla,Hombres,9,19,Guadalajara,08,Castilla-La Mancha,No
19104,Chequilla,Mujeres,9,19,Guadalajara,08,Castilla-La Mancha,No
19106,Chillarón del Rey,Total,90,19,Guadalajara,08,Castilla-La Mancha,No
19106,Chillarón del Rey,Hombres,50,19,Guadalajara,08,Castilla-La Mancha,No
19106,Chillarón del Rey,Mujeres,40,19,Guadalajara,08,Castilla-La Mancha,No
19105,Chiloeches,Total,3623,19,Guadalajara,08,Castilla-La Mancha,No
19105,Chiloeches,Hombres,1886,19,Guadalajara,08,Castilla-La Mancha,No
19105,Chiloeches,Mujeres,1737,19,Guadalajara,08,Castilla-La Mancha,No
19086,Cifuentes,Total,1634,19,Guadalajara,08,Castilla-La Mancha,No
19086,Cifuentes,Hombres,846,19,Guadalajara,08,Castilla-La Mancha,No
19086,Cifuentes,Mujeres,788,19,Guadalajara,08,Castilla-La Mancha,No
19087,Cincovillas,Total,19,19,Guadalajara,08,Castilla-La Mancha,No
19087,Cincovillas,Hombres,10,19,Guadalajara,08,Castilla-La Mancha,No
19087,Cincovillas,Mujeres,9,19,Guadalajara,08,Castilla-La Mancha,No
19088,Ciruelas,Total,112,19,Guadalajara,08,Castilla-La Mancha,No
19088,Ciruelas,Hombres,63,19,Guadalajara,08,Castilla-La Mancha,No
19088,Ciruelas,Mujeres,49,19,Guadalajara,08,Castilla-La Mancha,No
19089,Ciruelos del Pinar,Total,19,19,Guadalajara,08,Castilla-La Mancha,No
19089,Ciruelos del Pinar,Hombres,13,19,Guadalajara,08,Castilla-La Mancha,No
19089,Ciruelos del Pinar,Mujeres,6,19,Guadalajara,08,Castilla-La Mancha,No
19090,Cobeta,Total,106,19,Guadalajara,08,Castilla-La Mancha,No
19090,Cobeta,Hombres,52,19,Guadalajara,08,Castilla-La Mancha,No
19090,Cobeta,Mujeres,54,19,Guadalajara,08,Castilla-La Mancha,No
19091,Cogollor,Total,24,19,Guadalajara,08,Castilla-La Mancha,No
19091,Cogollor,Hombres,15,19,Guadalajara,08,Castilla-La Mancha,No
19091,Cogollor,Mujeres,9,19,Guadalajara,08,Castilla-La Mancha,No
19092,Cogolludo,Total,519,19,Guadalajara,08,Castilla-La Mancha,No
19092,Cogolludo,Hombres,305,19,Guadalajara,08,Castilla-La Mancha,No
19092,Cogolludo,Mujeres,214,19,Guadalajara,08,Castilla-La Mancha,No
19095,Condemios de Abajo,Total,13,19,Guadalajara,08,Castilla-La Mancha,No
19095,Condemios de Abajo,Hombres,9,19,Guadalajara,08,Castilla-La Mancha,No
19095,Condemios de Abajo,Mujeres,4,19,Guadalajara,08,Castilla-La Mancha,No
19096,Condemios de Arriba,Total,111,19,Guadalajara,08,Castilla-La Mancha,No
19096,Condemios de Arriba,Hombres,65,19,Guadalajara,08,Castilla-La Mancha,No
19096,Condemios de Arriba,Mujeres,46,19,Guadalajara,08,Castilla-La Mancha,No
19097,Congostrina,Total,14,19,Guadalajara,08,Castilla-La Mancha,No
19097,Congostrina,Hombres,11,19,Guadalajara,08,Castilla-La Mancha,No
19097,Congostrina,Mujeres,3,19,Guadalajara,08,Castilla-La Mancha,No
19098,Copernal,Total,32,19,Guadalajara,08,Castilla-La Mancha,No
19098,Copernal,Hombres,20,19,Guadalajara,08,Castilla-La Mancha,No
19098,Copernal,Mujeres,12,19,Guadalajara,08,Castilla-La Mancha,No
19099,Corduente,Total,339,19,Guadalajara,08,Castilla-La Mancha,No
19099,Corduente,Hombres,188,19,Guadalajara,08,Castilla-La Mancha,No
19099,Corduente,Mujeres,151,19,Guadalajara,08,Castilla-La Mancha,No
19102,"Cubillo de Uceda, El",Total,119,19,Guadalajara,08,Castilla-La Mancha,No
19102,"Cubillo de Uceda, El",Hombres,65,19,Guadalajara,08,Castilla-La Mancha,No
19102,"Cubillo de Uceda, El",Mujeres,54,19,Guadalajara,08,Castilla-La Mancha,No
19107,Driebes,Total,348,19,Guadalajara,08,Castilla-La Mancha,No
19107,Driebes,Hombres,192,19,Guadalajara,08,Castilla-La Mancha,No
19107,Driebes,Mujeres,156,19,Guadalajara,08,Castilla-La Mancha,No
19108,Durón,Total,99,19,Guadalajara,08,Castilla-La Mancha,No
19108,Durón,Hombres,55,19,Guadalajara,08,Castilla-La Mancha,No
19108,Durón,Mujeres,44,19,Guadalajara,08,Castilla-La Mancha,No
19109,Embid,Total,35,19,Guadalajara,08,Castilla-La Mancha,No
19109,Embid,Hombres,20,19,Guadalajara,08,Castilla-La Mancha,No
19109,Embid,Mujeres,15,19,Guadalajara,08,Castilla-La Mancha,No
19110,Escamilla,Total,56,19,Guadalajara,08,Castilla-La Mancha,No
19110,Escamilla,Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19110,Escamilla,Mujeres,21,19,Guadalajara,08,Castilla-La Mancha,No
19111,Escariche,Total,178,19,Guadalajara,08,Castilla-La Mancha,No
19111,Escariche,Hombres,110,19,Guadalajara,08,Castilla-La Mancha,No
19111,Escariche,Mujeres,68,19,Guadalajara,08,Castilla-La Mancha,No
19112,Escopete,Total,52,19,Guadalajara,08,Castilla-La Mancha,No
19112,Escopete,Hombres,25,19,Guadalajara,08,Castilla-La Mancha,No
19112,Escopete,Mujeres,27,19,Guadalajara,08,Castilla-La Mancha,No
19113,Espinosa de Henares,Total,629,19,Guadalajara,08,Castilla-La Mancha,No
19113,Espinosa de Henares,Hombres,324,19,Guadalajara,08,Castilla-La Mancha,No
19113,Espinosa de Henares,Mujeres,305,19,Guadalajara,08,Castilla-La Mancha,No
19114,Esplegares,Total,32,19,Guadalajara,08,Castilla-La Mancha,No
19114,Esplegares,Hombres,19,19,Guadalajara,08,Castilla-La Mancha,No
19114,Esplegares,Mujeres,13,19,Guadalajara,08,Castilla-La Mancha,No
19115,Establés,Total,35,19,Guadalajara,08,Castilla-La Mancha,No
19115,Establés,Hombres,22,19,Guadalajara,08,Castilla-La Mancha,No
19115,Establés,Mujeres,13,19,Guadalajara,08,Castilla-La Mancha,No
19116,Estriégana,Total,14,19,Guadalajara,08,Castilla-La Mancha,No
19116,Estriégana,Hombres,9,19,Guadalajara,08,Castilla-La Mancha,No
19116,Estriégana,Mujeres,5,19,Guadalajara,08,Castilla-La Mancha,No
19117,Fontanar,Total,2406,19,Guadalajara,08,Castilla-La Mancha,No
19117,Fontanar,Hombres,1260,19,Guadalajara,08,Castilla-La Mancha,No
19117,Fontanar,Mujeres,1146,19,Guadalajara,08,Castilla-La Mancha,No
19118,Fuembellida,Total,12,19,Guadalajara,08,Castilla-La Mancha,No
19118,Fuembellida,Hombres,8,19,Guadalajara,08,Castilla-La Mancha,No
19118,Fuembellida,Mujeres,4,19,Guadalajara,08,Castilla-La Mancha,No
19119,Fuencemillán,Total,82,19,Guadalajara,08,Castilla-La Mancha,No
19119,Fuencemillán,Hombres,52,19,Guadalajara,08,Castilla-La Mancha,No
19119,Fuencemillán,Mujeres,30,19,Guadalajara,08,Castilla-La Mancha,No
19120,Fuentelahiguera de Albatages,Total,131,19,Guadalajara,08,Castilla-La Mancha,No
19120,Fuentelahiguera de Albatages,Hombres,76,19,Guadalajara,08,Castilla-La Mancha,No
19120,Fuentelahiguera de Albatages,Mujeres,55,19,Guadalajara,08,Castilla-La Mancha,No
19121,Fuentelencina,Total,312,19,Guadalajara,08,Castilla-La Mancha,No
19121,Fuentelencina,Hombres,173,19,Guadalajara,08,Castilla-La Mancha,No
19121,Fuentelencina,Mujeres,139,19,Guadalajara,08,Castilla-La Mancha,No
19122,Fuentelsaz,Total,89,19,Guadalajara,08,Castilla-La Mancha,No
19122,Fuentelsaz,Hombres,49,19,Guadalajara,08,Castilla-La Mancha,No
19122,Fuentelsaz,Mujeres,40,19,Guadalajara,08,Castilla-La Mancha,No
19123,Fuentelviejo,Total,47,19,Guadalajara,08,Castilla-La Mancha,No
19123,Fuentelviejo,Hombres,28,19,Guadalajara,08,Castilla-La Mancha,No
19123,Fuentelviejo,Mujeres,19,19,Guadalajara,08,Castilla-La Mancha,No
19124,Fuentenovilla,Total,513,19,Guadalajara,08,Castilla-La Mancha,No
19124,Fuentenovilla,Hombres,284,19,Guadalajara,08,Castilla-La Mancha,No
19124,Fuentenovilla,Mujeres,229,19,Guadalajara,08,Castilla-La Mancha,No
19125,Gajanejos,Total,54,19,Guadalajara,08,Castilla-La Mancha,No
19125,Gajanejos,Hombres,33,19,Guadalajara,08,Castilla-La Mancha,No
19125,Gajanejos,Mujeres,21,19,Guadalajara,08,Castilla-La Mancha,No
19126,Galápagos,Total,2475,19,Guadalajara,08,Castilla-La Mancha,No
19126,Galápagos,Hombres,1302,19,Guadalajara,08,Castilla-La Mancha,No
19126,Galápagos,Mujeres,1173,19,Guadalajara,08,Castilla-La Mancha,No
19127,Galve de Sorbe,Total,109,19,Guadalajara,08,Castilla-La Mancha,No
19127,Galve de Sorbe,Hombres,60,19,Guadalajara,08,Castilla-La Mancha,No
19127,Galve de Sorbe,Mujeres,49,19,Guadalajara,08,Castilla-La Mancha,No
19129,Gascueña de Bornova,Total,29,19,Guadalajara,08,Castilla-La Mancha,No
19129,Gascueña de Bornova,Hombres,17,19,Guadalajara,08,Castilla-La Mancha,No
19129,Gascueña de Bornova,Mujeres,12,19,Guadalajara,08,Castilla-La Mancha,No
19130,Guadalajara,Total,87484,19,Guadalajara,08,Castilla-La Mancha,Sí
19130,Guadalajara,Hombres,42091,19,Guadalajara,08,Castilla-La Mancha,Sí
19130,Guadalajara,Mujeres,45393,19,Guadalajara,08,Castilla-La Mancha,Sí
19132,Henche,Total,96,19,Guadalajara,08,Castilla-La Mancha,No
19132,Henche,Hombres,52,19,Guadalajara,08,Castilla-La Mancha,No
19132,Henche,Mujeres,44,19,Guadalajara,08,Castilla-La Mancha,No
19133,Heras de Ayuso,Total,255,19,Guadalajara,08,Castilla-La Mancha,No
19133,Heras de Ayuso,Hombres,149,19,Guadalajara,08,Castilla-La Mancha,No
19133,Heras de Ayuso,Mujeres,106,19,Guadalajara,08,Castilla-La Mancha,No
19134,Herrería,Total,24,19,Guadalajara,08,Castilla-La Mancha,No
19134,Herrería,Hombres,12,19,Guadalajara,08,Castilla-La Mancha,No
19134,Herrería,Mujeres,12,19,Guadalajara,08,Castilla-La Mancha,No
19135,Hiendelaencina,Total,109,19,Guadalajara,08,Castilla-La Mancha,No
19135,Hiendelaencina,Hombres,68,19,Guadalajara,08,Castilla-La Mancha,No
19135,Hiendelaencina,Mujeres,41,19,Guadalajara,08,Castilla-La Mancha,No
19136,Hijes,Total,18,19,Guadalajara,08,Castilla-La Mancha,No
19136,Hijes,Hombres,9,19,Guadalajara,08,Castilla-La Mancha,No
19136,Hijes,Mujeres,9,19,Guadalajara,08,Castilla-La Mancha,No
19138,Hita,Total,288,19,Guadalajara,08,Castilla-La Mancha,No
19138,Hita,Hombres,161,19,Guadalajara,08,Castilla-La Mancha,No
19138,Hita,Mujeres,127,19,Guadalajara,08,Castilla-La Mancha,No
19139,Hombrados,Total,35,19,Guadalajara,08,Castilla-La Mancha,No
19139,Hombrados,Hombres,23,19,Guadalajara,08,Castilla-La Mancha,No
19139,Hombrados,Mujeres,12,19,Guadalajara,08,Castilla-La Mancha,No
19142,Hontoba,Total,339,19,Guadalajara,08,Castilla-La Mancha,No
19142,Hontoba,Hombres,192,19,Guadalajara,08,Castilla-La Mancha,No
19142,Hontoba,Mujeres,147,19,Guadalajara,08,Castilla-La Mancha,No
19143,Horche,Total,2622,19,Guadalajara,08,Castilla-La Mancha,No
19143,Horche,Hombres,1322,19,Guadalajara,08,Castilla-La Mancha,No
19143,Horche,Mujeres,1300,19,Guadalajara,08,Castilla-La Mancha,No
19145,Hortezuela de Océn,Total,40,19,Guadalajara,08,Castilla-La Mancha,No
19145,Hortezuela de Océn,Hombres,25,19,Guadalajara,08,Castilla-La Mancha,No
19145,Hortezuela de Océn,Mujeres,15,19,Guadalajara,08,Castilla-La Mancha,No
19146,"Huerce, La",Total,56,19,Guadalajara,08,Castilla-La Mancha,No
19146,"Huerce, La",Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19146,"Huerce, La",Mujeres,21,19,Guadalajara,08,Castilla-La Mancha,No
19147,Huérmeces del Cerro,Total,41,19,Guadalajara,08,Castilla-La Mancha,No
19147,Huérmeces del Cerro,Hombres,28,19,Guadalajara,08,Castilla-La Mancha,No
19147,Huérmeces del Cerro,Mujeres,13,19,Guadalajara,08,Castilla-La Mancha,No
19148,Huertahernando,Total,54,19,Guadalajara,08,Castilla-La Mancha,No
19148,Huertahernando,Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19148,Huertahernando,Mujeres,19,19,Guadalajara,08,Castilla-La Mancha,No
19150,Hueva,Total,120,19,Guadalajara,08,Castilla-La Mancha,No
19150,Hueva,Hombres,75,19,Guadalajara,08,Castilla-La Mancha,No
19150,Hueva,Mujeres,45,19,Guadalajara,08,Castilla-La Mancha,No
19151,Humanes,Total,1511,19,Guadalajara,08,Castilla-La Mancha,No
19151,Humanes,Hombres,760,19,Guadalajara,08,Castilla-La Mancha,No
19151,Humanes,Mujeres,751,19,Guadalajara,08,Castilla-La Mancha,No
19152,Illana,Total,664,19,Guadalajara,08,Castilla-La Mancha,No
19152,Illana,Hombres,368,19,Guadalajara,08,Castilla-La Mancha,No
19152,Illana,Mujeres,296,19,Guadalajara,08,Castilla-La Mancha,No
19153,Iniéstola,Total,23,19,Guadalajara,08,Castilla-La Mancha,No
19153,Iniéstola,Hombres,15,19,Guadalajara,08,Castilla-La Mancha,No
19153,Iniéstola,Mujeres,8,19,Guadalajara,08,Castilla-La Mancha,No
19154,"Inviernas, Las",Total,58,19,Guadalajara,08,Castilla-La Mancha,No
19154,"Inviernas, Las",Hombres,39,19,Guadalajara,08,Castilla-La Mancha,No
19154,"Inviernas, Las",Mujeres,19,19,Guadalajara,08,Castilla-La Mancha,No
19155,Irueste,Total,72,19,Guadalajara,08,Castilla-La Mancha,No
19155,Irueste,Hombres,46,19,Guadalajara,08,Castilla-La Mancha,No
19155,Irueste,Mujeres,26,19,Guadalajara,08,Castilla-La Mancha,No
19156,Jadraque,Total,1370,19,Guadalajara,08,Castilla-La Mancha,No
19156,Jadraque,Hombres,726,19,Guadalajara,08,Castilla-La Mancha,No
19156,Jadraque,Mujeres,644,19,Guadalajara,08,Castilla-La Mancha,No
19157,Jirueque,Total,55,19,Guadalajara,08,Castilla-La Mancha,No
19157,Jirueque,Hombres,37,19,Guadalajara,08,Castilla-La Mancha,No
19157,Jirueque,Mujeres,18,19,Guadalajara,08,Castilla-La Mancha,No
19159,Ledanca,Total,104,19,Guadalajara,08,Castilla-La Mancha,No
19159,Ledanca,Hombres,52,19,Guadalajara,08,Castilla-La Mancha,No
19159,Ledanca,Mujeres,52,19,Guadalajara,08,Castilla-La Mancha,No
19160,Loranca de Tajuña,Total,1264,19,Guadalajara,08,Castilla-La Mancha,No
19160,Loranca de Tajuña,Hombres,687,19,Guadalajara,08,Castilla-La Mancha,No
19160,Loranca de Tajuña,Mujeres,577,19,Guadalajara,08,Castilla-La Mancha,No
19161,Lupiana,Total,259,19,Guadalajara,08,Castilla-La Mancha,No
19161,Lupiana,Hombres,136,19,Guadalajara,08,Castilla-La Mancha,No
19161,Lupiana,Mujeres,123,19,Guadalajara,08,Castilla-La Mancha,No
19162,Luzaga,Total,67,19,Guadalajara,08,Castilla-La Mancha,No
19162,Luzaga,Hombres,39,19,Guadalajara,08,Castilla-La Mancha,No
19162,Luzaga,Mujeres,28,19,Guadalajara,08,Castilla-La Mancha,No
19163,Luzón,Total,69,19,Guadalajara,08,Castilla-La Mancha,No
19163,Luzón,Hombres,34,19,Guadalajara,08,Castilla-La Mancha,No
19163,Luzón,Mujeres,35,19,Guadalajara,08,Castilla-La Mancha,No
19165,Majaelrayo,Total,55,19,Guadalajara,08,Castilla-La Mancha,No
19165,Majaelrayo,Hombres,32,19,Guadalajara,08,Castilla-La Mancha,No
19165,Majaelrayo,Mujeres,23,19,Guadalajara,08,Castilla-La Mancha,No
19166,Málaga del Fresno,Total,185,19,Guadalajara,08,Castilla-La Mancha,No
19166,Málaga del Fresno,Hombres,102,19,Guadalajara,08,Castilla-La Mancha,No
19166,Málaga del Fresno,Mujeres,83,19,Guadalajara,08,Castilla-La Mancha,No
19167,Malaguilla,Total,158,19,Guadalajara,08,Castilla-La Mancha,No
19167,Malaguilla,Hombres,84,19,Guadalajara,08,Castilla-La Mancha,No
19167,Malaguilla,Mujeres,74,19,Guadalajara,08,Castilla-La Mancha,No
19168,Mandayona,Total,287,19,Guadalajara,08,Castilla-La Mancha,No
19168,Mandayona,Hombres,140,19,Guadalajara,08,Castilla-La Mancha,No
19168,Mandayona,Mujeres,147,19,Guadalajara,08,Castilla-La Mancha,No
19169,Mantiel,Total,31,19,Guadalajara,08,Castilla-La Mancha,No
19169,Mantiel,Hombres,21,19,Guadalajara,08,Castilla-La Mancha,No
19169,Mantiel,Mujeres,10,19,Guadalajara,08,Castilla-La Mancha,No
19170,Maranchón,Total,234,19,Guadalajara,08,Castilla-La Mancha,No
19170,Maranchón,Hombres,124,19,Guadalajara,08,Castilla-La Mancha,No
19170,Maranchón,Mujeres,110,19,Guadalajara,08,Castilla-La Mancha,No
19171,Marchamalo,Total,7684,19,Guadalajara,08,Castilla-La Mancha,No
19171,Marchamalo,Hombres,3849,19,Guadalajara,08,Castilla-La Mancha,No
19171,Marchamalo,Mujeres,3835,19,Guadalajara,08,Castilla-La Mancha,No
19172,Masegoso de Tajuña,Total,49,19,Guadalajara,08,Castilla-La Mancha,No
19172,Masegoso de Tajuña,Hombres,27,19,Guadalajara,08,Castilla-La Mancha,No
19172,Masegoso de Tajuña,Mujeres,22,19,Guadalajara,08,Castilla-La Mancha,No
19173,Matarrubia,Total,57,19,Guadalajara,08,Castilla-La Mancha,No
19173,Matarrubia,Hombres,38,19,Guadalajara,08,Castilla-La Mancha,No
19173,Matarrubia,Mujeres,19,19,Guadalajara,08,Castilla-La Mancha,No
19174,Matillas,Total,101,19,Guadalajara,08,Castilla-La Mancha,No
19174,Matillas,Hombres,56,19,Guadalajara,08,Castilla-La Mancha,No
19174,Matillas,Mujeres,45,19,Guadalajara,08,Castilla-La Mancha,No
19175,Mazarete,Total,35,19,Guadalajara,08,Castilla-La Mancha,No
19175,Mazarete,Hombres,18,19,Guadalajara,08,Castilla-La Mancha,No
19175,Mazarete,Mujeres,17,19,Guadalajara,08,Castilla-La Mancha,No
19176,Mazuecos,Total,266,19,Guadalajara,08,Castilla-La Mancha,No
19176,Mazuecos,Hombres,152,19,Guadalajara,08,Castilla-La Mancha,No
19176,Mazuecos,Mujeres,114,19,Guadalajara,08,Castilla-La Mancha,No
19177,Medranda,Total,60,19,Guadalajara,08,Castilla-La Mancha,No
19177,Medranda,Hombres,32,19,Guadalajara,08,Castilla-La Mancha,No
19177,Medranda,Mujeres,28,19,Guadalajara,08,Castilla-La Mancha,No
19178,Megina,Total,29,19,Guadalajara,08,Castilla-La Mancha,No
19178,Megina,Hombres,17,19,Guadalajara,08,Castilla-La Mancha,No
19178,Megina,Mujeres,12,19,Guadalajara,08,Castilla-La Mancha,No
19179,Membrillera,Total,87,19,Guadalajara,08,Castilla-La Mancha,No
19179,Membrillera,Hombres,49,19,Guadalajara,08,Castilla-La Mancha,No
19179,Membrillera,Mujeres,38,19,Guadalajara,08,Castilla-La Mancha,No
19181,Miedes de Atienza,Total,53,19,Guadalajara,08,Castilla-La Mancha,No
19181,Miedes de Atienza,Hombres,35,19,Guadalajara,08,Castilla-La Mancha,No
19181,Miedes de Atienza,Mujeres,18,19,Guadalajara,08,Castilla-La Mancha,No
19182,"Mierla, La",Total,39,19,Guadalajara,08,Castilla-La Mancha,No
19182,"Mierla, La",Hombres,26,19,Guadalajara,08,Castilla-La Mancha,No
19182,"Mierla, La",Mujeres,13,19,Guadalajara,08,Castilla-La Mancha,No
19184,Millana,Total,105,19,Guadalajara,08,Castilla-La Mancha,No
19184,Millana,Hombres,67,19,Guadalajara,08,Castilla-La Mancha,No
19184,Millana,Mujeres,38,19,Guadalajara,08,Castilla-La Mancha,No
19183,Milmarcos,Total,78,19,Guadalajara,08,Castilla-La Mancha,No
